flow,air_temperature,humidity,liq_temperature,turbidity,before_temperature,water,food_oil,engine_oil,oil_brand,timestamp,cloud_synced
0.593262255,24.10000038,70.5,33.375,0.41015625,35,25,75,0,,2023-05-30 18:15:37.340388,f
0.593262255,24.10000038,70.5,33.375,0.461425781,35,25,75,0,,2023-05-30 18:15:39.081074,f
1.532266617,24.10000038,71.19999695,27.25,4.998779297,35,25,75,0,,2023-05-30 18:21:28.111448,f
0.373523295,24.20000076,69.19999695,25.125,4.998779297,40,25,75,0,,2023-05-30 18:34:21.48259,f
0.373523295,24.20000076,69.19999695,25.125,4.998779297,40,25,75,0,,2023-05-30 18:34:23.226976,f
0.37329495,24.10000038,70.30000305,25.1875,4.998779297,40,25,75,0,,2023-05-30 18:34:25.178157,f
0.374604464,24,70.09999847,26.1875,4.998779297,40,25,75,0,,2023-05-30 18:34:26.893529,f
0.375756502,24,70.09999847,28.125,4.998779297,40,25,75,0,,2023-05-30 18:34:28.604758,f
0.377384096,24,68.90000153,29.875,4.998779297,40,25,75,0,,2023-05-30 18:34:30.329466,f
0.378524661,24,70.09999847,31.4375,4.998779297,40,25,75,0,,2023-05-30 18:34:32.067788,f
0.379659474,24,70.09999847,32.8125,4.998779297,40,25,75,0,,2023-05-30 18:34:33.791206,f
0.21677655,25.60000038,53.5,26.625,4.998779297,25,0,100,0,,2023-05-23 18:16:38.236248,f
0.21677655,25.60000038,53.40000153,26.625,4.998779297,25,0,100,0,,2023-05-23 18:16:40.004106,f
0.21677655,25.60000038,53.40000153,26.625,4.998779297,25,0,100,0,,2023-05-23 18:16:41.683005,f
0.173487186,25.60000038,53.40000153,26.1875,4.998779297,35,0,100,0,,2023-05-23 18:21:28.432072,f
0.173487186,25.60000038,53.40000153,26.1875,4.998779297,35,0,100,0,,2023-05-23 18:21:30.132066,f
0.17414692,25.60000038,54.40000153,26.1875,4.998779297,35,0,100,0,,2023-05-23 18:21:31.837292,f
0.174845695,25.5,54.40000153,26.25,4.998779297,35,0,100,0,,2023-05-23 18:21:33.512005,f
0.1752377,25.5,54.40000153,26.375,4.998779297,35,0,100,0,,2023-05-23 18:21:34.427578,f
0.175629139,25.5,54.40000153,26.625,4.998779297,35,0,100,0,,2023-05-23 18:21:35.385441,f
0.176323682,25.5,54.40000153,27.125,4.998779297,35,0,100,0,,2023-05-23 18:21:37.608806,f
0.177275613,25.5,54.40000153,27.75,4.998779297,35,0,100,0,,2023-05-23 18:21:39.396641,f
0.177750528,25.5,54.40000153,28.0625,4.998779297,35,0,100,0,,2023-05-23 18:21:40.320549,f
0.17813842,25.5,54.40000153,28.25,4.998779297,35,0,100,0,,2023-05-23 18:21:41.27818,f
0.178826243,25.5,54.40000153,28.625,4.108886719,35,0,100,0,,2023-05-23 18:21:42.971568,f
0.179729432,25.5,54.40000153,29,2.94921875,35,0,100,0,,2023-05-23 18:21:44.670612,f
0.180413425,25.5,54.40000153,29.25,4.998779297,35,0,100,0,,2023-05-23 18:21:46.376006,f
0.181095421,25.5,54.40000153,29.5,4.998779297,35,0,100,0,,2023-05-23 18:21:48.076933,f
0.181822002,25.5,54.29999924,29.75,4.998779297,35,0,100,0,,2023-05-23 18:21:49.786347,f
0.18241474,25.5,54.20000076,29.9375,4.998779297,35,0,100,0,,2023-05-23 18:21:51.492098,f
0.182577789,25.5,54.20000076,30.0625,4.998779297,35,0,100,0,,2023-05-23 18:21:53.19762,f
0.182577789,25.5,54.20000076,30.25,4.998779297,35,0,100,0,,2023-05-23 18:21:54.927858,f
0.214067861,25.5,54.09999847,31.1875,4.998779297,35,0,100,0,,2023-05-23 18:23:14.324623,f
0.214067861,25.5,54.09999847,31.1875,4.998779297,35,0,100,0,,2023-05-23 18:23:15.271997,f
0.214067861,25.60000038,54.5,31.125,4.998779297,35,0,100,0,,2023-05-23 18:23:16.985418,f
0.214288354,25.60000038,54.5,31.125,4.998779297,35,0,100,0,,2023-05-23 18:23:18.658537,f
0.21470587,25.5,55.59999847,31.0625,4.998779297,35,0,100,0,,2023-05-23 18:23:19.607911,f
0.215539113,25.5,55.59999847,31.0625,4.998779297,35,0,100,0,,2023-05-23 18:23:21.308963,f
0.216209412,25.60000038,56.29999924,31.0625,4.998779297,35,0,100,0,,2023-05-23 18:23:23.011414,f
0.21694532,25.5,56.09999847,31,4.998779297,35,0,100,0,,2023-05-23 18:23:24.711918,f
0.217612341,25.5,56.09999847,31,4.998779297,35,0,100,0,,2023-05-23 18:23:26.399268,f
0.218357608,25.60000038,55.70000076,31.0625,4.998779297,35,0,100,0,,2023-05-23 18:23:28.09926,f
0.219249606,25.60000038,55.20000076,31.125,4.998779297,35,0,100,0,,2023-05-23 18:23:29.778717,f
0.21966061,25.60000038,55.20000076,31.125,4.998779297,35,0,100,0,,2023-05-23 18:23:30.726281,f
0.220401093,25.60000038,54.90000153,31.1875,1.473388672,35,0,100,0,,2023-05-23 18:23:32.439532,f
0.22113955,25.60000038,54.90000153,31.25,4.998779297,35,0,100,0,,2023-05-23 18:23:34.110816,f
0.221946374,25.5,54.5,31.3125,4.998779297,35,0,100,0,,2023-05-23 18:23:35.796133,f
0.222353876,25.5,54.5,31.375,4.998779297,35,0,100,0,,2023-05-23 18:23:36.748086,f
0.223008186,25.60000038,54.5,31.4375,4.998779297,35,0,100,0,,2023-05-23 18:23:38.469623,f
0.223660737,25.5,54.20000076,31.5,4.998779297,35,0,100,0,,2023-05-23 18:23:40.175028,f
0.15877907,25.5,54.20000076,25.8125,4.998779297,25,0,100,0,,2023-05-23 18:00:57.852758,f
0.161946893,25.5,54.09999847,25.875,4.998779297,25,0,100,0,,2023-05-23 18:00:59.558139,f
0.164070398,25.5,54.09999847,25.875,4.998779297,25,0,100,0,,2023-05-23 18:01:01.255043,f
0.167055115,25.5,54.09999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:02.967965,f
0.17127499,25.5,54,25.9375,0.994873047,25,0,100,0,,2023-05-23 18:01:04.677449,f
0.174079999,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:06.390009,f
0.177692935,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:08.065431,f
0.181674182,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:09.764259,f
0.184221238,25.5,53.90000153,25.9375,1.014404297,25,0,100,0,,2023-05-23 18:01:11.464731,f
0.186693922,25.5,53.90000153,25.9375,1.472167969,25,0,100,0,,2023-05-23 18:01:13.166031,f
0.190465689,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:14.882931,f
0.192796201,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:16.587283,f
0.195061028,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:18.302028,f
0.197262973,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:20.01325,f
0.199966893,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:21.714075,f
0.201255322,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:23.389967,f
0.202284694,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:24.341527,f
0.203516454,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:26.046558,f
0.206071526,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:27.757293,f
0.205491215,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:29.457791,f
0.205491215,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:31.164092,f
0.205491215,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:32.868016,f
0.205491215,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:34.571188,f
0.212753028,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:36.240343,f
0.212753028,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:37.43216,f
0.212753028,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:39.124595,f
0.212753028,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:40.81908,f
0.212753028,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:01:42.486417,f
0.195563525,25.5,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:02:39.577674,f
0.195563525,25.5,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:02:41.248123,f
0.194713667,25.5,53.70000076,25.875,4.998779297,25,0,100,0,,2023-05-23 18:02:42.955514,f
0.19799532,25.5,52.5,25.875,4.998779297,25,0,100,0,,2023-05-23 18:02:44.65026,f
0.200373337,25.5,52.5,25.875,4.998779297,25,0,100,0,,2023-05-23 18:02:46.346035,f
0.20271036,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:02:48.048163,f
0.205887258,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:02:49.729334,f
0.207645968,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:02:51.750236,f
0.210866943,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:02:53.452053,f
0.213047698,25.5,53.70000076,25.9375,3.450927734,25,0,100,0,,2023-05-23 18:02:55.160372,f
0.216088891,25.5,53.70000076,25.875,1.468505859,25,0,100,0,,2023-05-23 18:02:56.857502,f
0.218199447,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:02:58.560403,f
0.220275402,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:00.252157,f
0.222317606,25.5,53.5,25.9375,1.057128906,25,0,100,0,,2023-05-23 18:03:01.923064,f
0.22523509,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:03.60215,f
0.226227969,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:04.524746,f
0.228189871,25.5,53.5,25.875,4.998779297,25,0,100,0,,2023-05-23 18:03:06.223376,f
0.231037438,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:07.906689,f
0.231991544,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:08.854319,f
0.233877167,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:10.547648,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:12.222693,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:13.921794,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:15.61222,f
0.235272914,25.5,53.5,25.875,4.998779297,25,0,100,0,,2023-05-23 18:03:17.310863,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:19.017607,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:20.7157,f
0.235272914,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:03:22.420622,f
0.263259083,25.5,53.59999847,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:30.780239,f
0.263259083,25.5,53.59999847,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:32.470932,f
0.263282031,25.60000038,53.79999924,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:34.186459,f
0.265634626,25.5,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:35.896477,f
0.267187476,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:37.571538,f
0.268378615,25.5,54,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:39.288013,f
0.270239234,25.5,54,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:40.981381,f
0.272524089,25.5,54,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:42.676371,f
0.274006158,25.5,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:04:44.383991,f
0.27547121,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:46.082657,f
0.27770865,25.5,53.79999924,25.9375,4.129638672,25,0,100,0,,2023-05-23 18:04:47.748067,f
0.279140323,25.5,53.79999924,25.9375,1.239013672,25,0,100,0,,2023-05-23 18:04:49.430574,f
0.280016571,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:50.356132,f
0.281423241,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:52.060291,f
0.28360635,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:53.76749,f
0.284981251,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:55.459811,f
0.286340892,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:57.133405,f
0.287177891,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:58.07983,f
0.289309084,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:04:59.784714,f
0.290307194,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:01.489422,f
0.290652156,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:03.188826,f
0.290652156,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:04.889869,f
0.290652156,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:06.5848,f
0.290652156,25.5,53.59999847,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:08.289319,f
0.290652156,25.5,53.70000076,26,4.998779297,25,0,100,0,,2023-05-23 18:05:09.977586,f
0.290652156,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:05:11.680706,f
0.290652156,25.5,53.70000076,25.875,4.998779297,25,0,100,0,,2023-05-23 18:06:44.845633,f
0.290652156,25.60000038,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:06:46.557588,f
0.228241816,25.60000038,53.90000153,25.875,4.998779297,25,0,100,0,,2023-05-23 18:06:48.262389,f
0.229503587,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:49.948957,f
0.230026111,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:51.624776,f
0.230533332,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:52.547385,f
0.231038451,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:53.46829,f
0.23179625,25.5,54,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:55.16193,f
0.233032227,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:56.882727,f
0.233777046,25.5,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:06:58.5711,f
0.234515712,25.5,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:07:00.249132,f
0.235004261,25.5,53.79999924,25.9375,1.58203125,25,0,100,0,,2023-05-23 18:07:01.178425,f
0.236218393,25.5,53.70000076,26,3.559570313,25,0,100,0,,2023-05-23 18:07:02.890859,f
0.23694098,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:07:04.604513,f
0.237898231,25.5,53.70000076,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:07:06.309311,f
0.238608122,25.5,53.59999847,26,4.998779297,25,0,100,0,,2023-05-23 18:07:08.028443,f
0.239797696,25.5,53.59999847,26,4.998779297,25,0,100,0,,2023-05-23 18:07:09.738386,f
0.240495622,25.5,53.59999847,26,4.998779297,25,0,100,0,,2023-05-23 18:07:11.440384,f
0.24118793,25.5,53.59999847,26,4.998779297,25,0,100,0,,2023-05-23 18:07:13.16166,f
0.242360368,25.5,53.5,26,4.998779297,25,0,100,0,,2023-05-23 18:07:14.870396,f
0.243041068,25.5,53.5,26,4.998779297,25,0,100,0,,2023-05-23 18:07:16.571458,f
0.242307559,25.5,53.5,26,4.998779297,25,0,100,0,,2023-05-23 18:07:18.287775,f
0.242307559,25.5,53.40000153,26,4.998779297,25,0,100,0,,2023-05-23 18:07:20.00311,f
0.242307559,25.5,53.40000153,26,4.998779297,25,0,100,0,,2023-05-23 18:07:21.712014,f
0.242307559,25.5,53.5,26,4.998779297,25,0,100,0,,2023-05-23 18:07:23.405206,f
0.242307559,25.5,53.5,26,4.998779297,25,0,100,0,,2023-05-23 18:07:25.106908,f
0.229314864,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:09:03.113498,f
0.229314864,25.5,53.5,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:09:04.946906,f
0.229550168,25.60000038,53.79999924,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:09:06.657938,f
0.230533332,25.60000038,53.90000153,25.9375,4.998779297,25,0,100,0,,2023-05-23 18:09:08.365512,f
0.231318131,25.60000038,53.90000153,26,4.998779297,25,0,100,0,,2023-05-23 18:09:10.064414,f
0.232666865,25.60000038,53.90000153,26,4.998779297,25,0,100,0,,2023-05-23 18:09:11.766924,f
0.233631998,25.60000038,54,26,4.998779297,25,0,100,0,,2023-05-23 18:09:13.471225,f
0.234400436,25.60000038,54,26,4.998779297,25,0,100,0,,2023-05-23 18:09:15.16862,f
0.235733345,25.60000038,53.90000153,26,4.998779297,25,0,100,0,,2023-05-23 18:09:16.872365,f
0.236680806,25.60000038,53.79999924,26,2.48046875,25,0,100,0,,2023-05-23 18:09:18.57249,f
0.237622231,25.60000038,53.79999924,26.0625,3.601074219,25,0,100,0,,2023-05-23 18:09:20.256099,f
0.238750711,25.60000038,53.70000076,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:21.961085,f
0.23968102,25.60000038,53.59999847,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:23.659559,f
0.240418017,25.60000038,53.59999847,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:25.358962,f
0.241337121,25.5,53.5,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:27.05673,f
0.242633745,25.60000038,53.5,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:28.760767,f
0.243355632,25.60000038,53.5,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:09:30.44043,f
0.244072959,25.60000038,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:09:32.143722,f
0.245170072,25.60000038,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:09:33.852364,f
0.245155275,25.60000038,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:09:35.748116,f
0.245155275,25.5,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:09:37.940406,f
0.245155275,25.60000038,53.5,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:09:39.61591,f
0.245155275,25.60000038,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:09:40.567626,f
0.245155275,25.5,53.40000153,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:09:42.265143,f
0.245155275,25.60000038,53.59999847,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:09:43.965853,f
0.226316988,25.5,53.5,26.0625,4.998779297,25,0,100,0,,2023-05-23 18:11:02.418982,f
0.227314293,25.5,53.5,26.125,4.998779297,25,0,100,0,,2023-05-23 18:11:04.091143,f
0.227649197,25.60000038,55,26.125,4.998779297,25,0,100,0,,2023-05-23 18:11:05.037708,f
0.228790492,25.60000038,55,26.125,4.998779297,25,0,100,0,,2023-05-23 18:11:06.734733,f
0.229775593,25.60000038,55.09999847,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:11:08.438848,f
0.230594724,25.60000038,55,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:11:10.143275,f
0.231724277,25.60000038,55,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:11:11.838057,f
0.232534781,25.60000038,54.70000076,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:13.557833,f
0.233340919,25.60000038,54.5,26.25,2.109375,25,0,100,0,,2023-05-23 18:11:15.274231,f
0.234459117,25.60000038,54.5,26.25,3.883056641,25,0,100,0,,2023-05-23 18:11:16.970851,f
0.235256776,25.60000038,54.09999847,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:18.683642,f
0.236050174,25.60000038,53.90000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:20.389032,f
0.236681327,25.60000038,53.90000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:22.080354,f
0.23778455,25.60000038,53.70000076,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:23.786174,f
0.238408536,25.60000038,53.59999847,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:25.498381,f
0.239029199,25.60000038,53.59999847,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:27.19047,f
0.23996526,25.60000038,53.5,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:11:28.905748,f
0.23996526,25.60000038,53.40000153,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:11:30.60557,f
0.23996526,25.60000038,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:11:32.308855,f
0.23996526,25.60000038,53.40000153,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:11:34.004621,f
0.23996526,25.60000038,53.40000153,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:11:35.906629,f
0.226210147,25.60000038,53.5,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:10.536447,f
0.226210147,25.60000038,53.5,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:12.233412,f
0.226656094,25.70000076,53.79999924,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:14.221626,f
0.227500498,25.60000038,53.70000076,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:15.915901,f
0.227930322,25.60000038,53.70000076,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:17.608887,f
0.228494704,25.60000038,53.79999924,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:19.312221,f
0.229321614,25.60000038,53.79999924,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:21.011101,f
0.230016932,25.60000038,53.79999924,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:22.720978,f
0.230573267,25.60000038,53.70000076,26.25,1.315917969,25,0,100,0,,2023-05-23 18:13:24.4127,f
0.231127053,25.70000076,53.70000076,26.1875,4.998779297,25,0,100,0,,2023-05-23 18:13:26.093177,f
0.231402978,25.70000076,53.70000076,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:27.018406,f
0.232079595,25.70000076,53.70000076,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:27.943921,f
0.232628033,25.60000038,53.59999847,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:29.616046,f
0.23290129,25.60000038,53.59999847,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:30.536722,f
0.233308643,25.60000038,53.5,26.25,1.384277344,25,0,100,0,,2023-05-23 18:13:31.489946,f
0.233851761,25.60000038,53.5,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:33.168038,f
0.234659374,25.70000076,52.29999924,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:34.842188,f
0.234928787,25.70000076,52.29999924,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:35.780357,f
0.23546575,25.60000038,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:38.065528,f
0.236400753,25.70000076,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:39.873924,f
0.236798808,25.70000076,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:41.558328,f
0.236798808,25.70000076,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:43.253532,f
0.236798808,25.60000038,53.29999924,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:44.955263,f
0.236798808,25.70000076,53.40000153,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:13:46.631951,f
0.236798808,25.70000076,53.40000153,26.25,4.998779297,25,0,100,0,,2023-05-23 18:13:48.337726,f
0.236798808,25.60000038,53.5,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:13:50.050778,f
0.236798808,25.60000038,53.59999847,26.3125,4.998779297,25,0,100,0,,2023-05-23 18:13:51.734951,f
0.223827615,25.5,54.20000076,31.5625,4.998779297,35,0,100,0,,2023-05-23 18:23:41.875986,f
0.223827615,25.5,54.09999847,31.625,4.998779297,35,0,100,0,,2023-05-23 18:23:43.579738,f
0.223827615,25.5,53,31.625,4.998779297,35,0,100,0,,2023-05-23 18:23:45.283759,f
0.223827615,25.5,53,31.6875,4.998779297,35,0,100,0,,2023-05-23 18:23:46.98251,f
0.223827615,25.5,54.09999847,31.6875,4.998779297,35,0,100,0,,2023-05-23 18:23:48.82077,f
0.223827615,25.60000038,54.09999847,31.6875,4.998779297,35,0,100,0,,2023-05-23 18:23:50.53103,f
0.223827615,25.60000038,54.09999847,31.75,4.998779297,35,0,100,0,,2023-05-23 18:23:52.242099,f
